지점,지점명,일시,30cm 지중온도(°C)
276,청송군,2020-07-14 23:00,21.6
276,청송군,2020-07-15 00:00,21.6
276,청송군,2020-07-15 01:00,21.6
276,청송군,2020-07-15 02:00,21.6
276,청송군,2020-07-15 03:00,21.5
276,청송군,2020-07-15 04:00,21.5
276,청송군,2020-07-15 05:00,21.4
276,청송군,2020-07-15 06:00,21.4
276,청송군,2020-07-15 07:00,21.3
276,청송군,2020-07-15 08:00,21.3
276,청송군,2020-07-15 09:00,21.2
276,청송군,2020-07-15 10:00,21.2
276,청송군,2020-07-15 11:00,21.2
276,청송군,2020-07-15 12:00,21.3
276,청송군,2020-07-15 13:00,21.3
276,청송군,2020-07-15 14:00,21.4
276,청송군,2020-07-15 15:00,21.5
276,청송군,2020-07-15 16:00,21.6
276,청송군,2020-07-15 17:00,21.7
276,청송군,2020-07-15 18:00,21.8
276,청송군,2020-07-15 19:00,21.9
276,청송군,2020-07-15 20:00,22
276,청송군,2020-07-15 21:00,22
276,청송군,2020-07-15 22:00,21.9
276,청송군,2020-07-15 23:00,21.9
276,청송군,2020-07-16 00:00,21.8
283,경주시,2020-07-10 01:00,25.1
283,경주시,2020-07-10 02:00,25.1
283,경주시,2020-07-10 03:00,25
283,경주시,2020-07-10 04:00,24.9
283,경주시,2020-07-10 05:00,24.9
283,경주시,2020-07-10 06:00,24.8
283,경주시,2020-07-10 07:00,24.7
283,경주시,2020-07-10 08:00,24.6
283,경주시,2020-07-10 09:00,24.6
283,경주시,2020-07-10 10:00,24.5
283,경주시,2020-07-10 11:00,24.4
283,경주시,2020-07-10 12:00,24.3
283,경주시,2020-07-10 13:00,24.2
283,경주시,2020-07-10 14:00,24.1
283,경주시,2020-07-10 15:00,24.1
283,경주시,2020-07-10 16:00,24.1
283,경주시,2020-07-10 17:00,24.1
283,경주시,2020-07-10 18:00,24.1
283,경주시,2020-07-10 19:00,24.1
283,경주시,2020-07-10 20:00,24.1
283,경주시,2020-07-10 21:00,24.2
283,경주시,2020-07-10 22:00,24.2
283,경주시,2020-07-10 23:00,24.2
283,경주시,2020-07-11 00:00,24.2
283,경주시,2020-07-11 01:00,24.2
283,경주시,2020-07-11 02:00,24.2
283,경주시,2020-07-11 03:00,24.2
283,경주시,2020-07-11 04:00,24.1
283,경주시,2020-07-11 05:00,24.1
283,경주시,2020-07-11 06:00,24
283,경주시,2020-07-11 07:00,24
283,경주시,2020-07-11 08:00,23.9
283,경주시,2020-07-11 09:00,23.9
283,경주시,2020-07-11 10:00,23.9
283,경주시,2020-07-11 11:00,23.9
283,경주시,2020-07-11 12:00,23.9
283,경주시,2020-07-11 13:00,24
283,경주시,2020-07-11 14:00,24.1
283,경주시,2020-07-11 15:00,24.2
283,경주시,2020-07-11 16:00,24.3
283,경주시,2020-07-11 17:00,24.5
283,경주시,2020-07-11 18:00,24.6
283,경주시,2020-07-11 19:00,24.6
283,경주시,2020-07-11 20:00,24.7
283,경주시,2020-07-11 21:00,24.7
283,경주시,2020-07-11 22:00,24.7
283,경주시,2020-07-11 23:00,24.6
283,경주시,2020-07-12 00:00,24.6
283,경주시,2020-07-12 01:00,24.5
283,경주시,2020-07-12 02:00,24.5
283,경주시,2020-07-12 03:00,24.4
283,경주시,2020-07-12 04:00,24.3
283,경주시,2020-07-12 05:00,24.2
283,경주시,2020-07-12 06:00,24.2
283,경주시,2020-07-12 07:00,24.1
283,경주시,2020-07-12 08:00,24
283,경주시,2020-07-12 09:00,23.9
283,경주시,2020-07-12 10:00,23.8
283,경주시,2020-07-12 11:00,23.8
283,경주시,2020-07-12 12:00,23.7
283,경주시,2020-07-12 13:00,23.6
283,경주시,2020-07-12 14:00,23.6
283,경주시,2020-07-12 15:00,23.5
283,경주시,2020-07-12 16:00,23.5
283,경주시,2020-07-12 17:00,23.5
283,경주시,2020-07-12 18:00,23.4
283,경주시,2020-07-12 19:00,23.4
283,경주시,2020-07-12 20:00,23.4
283,경주시,2020-07-12 21:00,23.3
283,경주시,2020-07-12 22:00,23.3
283,경주시,2020-07-12 23:00,23.2
283,경주시,2020-07-13 00:00,23.1
283,경주시,2020-07-13 01:00,23
283,경주시,2020-07-13 02:00,22.8
283,경주시,2020-07-13 03:00,22.7
283,경주시,2020-07-13 04:00,22.6
283,경주시,2020-07-13 05:00,22.5
283,경주시,2020-07-13 06:00,22.4
283,경주시,2020-07-13 07:00,22.3
283,경주시,2020-07-13 08:00,22.2
283,경주시,2020-07-13 09:00,22.2
283,경주시,2020-07-13 10:00,22.1
283,경주시,2020-07-13 11:00,22
283,경주시,2020-07-13 12:00,21.9
283,경주시,2020-07-13 13:00,21.8
283,경주시,2020-07-13 14:00,21.7
283,경주시,2020-07-13 15:00,21.7
283,경주시,2020-07-13 16:00,21.7
283,경주시,2020-07-13 17:00,21.7
283,경주시,2020-07-13 18:00,21.7
283,경주시,2020-07-13 19:00,21.6
283,경주시,2020-07-13 20:00,21.6
283,경주시,2020-07-13 21:00,21.5
283,경주시,2020-07-13 22:00,21.5
283,경주시,2020-07-13 23:00,21.5
283,경주시,2020-07-14 00:00,21.5
283,경주시,2020-07-14 01:00,21.5
283,경주시,2020-07-14 02:00,21.4
283,경주시,2020-07-14 03:00,21.4
283,경주시,2020-07-14 04:00,21.4
283,경주시,2020-07-14 05:00,21.4
283,경주시,2020-07-14 06:00,21.4
283,경주시,2020-07-14 07:00,21.3
283,경주시,2020-07-14 08:00,21.3
283,경주시,2020-07-14 09:00,21.3
283,경주시,2020-07-14 10:00,21.3
283,경주시,2020-07-14 11:00,21.3
283,경주시,2020-07-14 12:00,21.3
283,경주시,2020-07-14 13:00,21.3
283,경주시,2020-07-14 14:00,21.3
283,경주시,2020-07-14 15:00,21.3
283,경주시,2020-07-14 16:00,21.3
283,경주시,2020-07-14 17:00,21.4
283,경주시,2020-07-14 18:00,21.4
283,경주시,2020-07-14 19:00,21.5
283,경주시,2020-07-14 20:00,21.5
283,경주시,2020-07-14 21:00,21.5
283,경주시,2020-07-14 22:00,21.6
283,경주시,2020-07-14 23:00,21.6
283,경주시,2020-07-15 00:00,21.6
283,경주시,2020-07-15 01:00,21.6
283,경주시,2020-07-15 02:00,21.5
283,경주시,2020-07-15 03:00,21.5
283,경주시,2020-07-15 04:00,21.5
283,경주시,2020-07-15 05:00,21.5
283,경주시,2020-07-15 06:00,21.4
283,경주시,2020-07-15 07:00,21.4
283,경주시,2020-07-15 08:00,21.4
283,경주시,2020-07-15 09:00,21.3
283,경주시,2020-07-15 10:00,21.3
283,경주시,2020-07-15 11:00,21.3
283,경주시,2020-07-15 12:00,21.3
283,경주시,2020-07-15 13:00,21.3
283,경주시,2020-07-15 14:00,21.3
283,경주시,2020-07-15 15:00,21.3
283,경주시,2020-07-15 16:00,21.4
283,경주시,2020-07-15 17:00,21.4
283,경주시,2020-07-15 18:00,21.5
283,경주시,2020-07-15 19:00,21.5
283,경주시,2020-07-15 20:00,21.6
283,경주시,2020-07-15 21:00,21.6
283,경주시,2020-07-15 22:00,21.6
283,경주시,2020-07-15 23:00,21.7
283,경주시,2020-07-16 00:00,21.6
